Menu ID,Stall Location,Menu TH,Menu EN,Price (Baht),Regional Cuisine,Cooking Method,Food Type,Other details,Main Ingredients, Hidden Ingredients,Food Picture
04028,04,สลัดผักเนื้อ น้ำสลัดซีซาร์,Beef salad with Caesar dressing,50,Western,Mixed (salad),Salad,–,"beef, lettuce","croutons, cheese, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442651/04028_iibh5w.jpg
04029,04,สลัดผักอกไก่ น้ำสลัดซีอิ๊วญี่ปุ่น,Chicken breast salad with Japanese soy dressing,45,Japanese,Mixed (salad),Salad,light & savory,"chicken breast, lettuce","tomatoes, cucumbers, carrots, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442651/04029_qfrqzb.jpg
04030,04,สลัดผักกุ้ง น้ำสลัดซีอิ๊วญี่ปุ่น,Shrimp salad with Japanese soy dressing,50,Japanese,Mixed (salad),Salad,light & savory,"shrimp, lettuce","tomatoes, cucumbers, carrots, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442652/04030_ocjme3.jpg
04031,04,สลัดผักทูน่า น้ำสลัดซีอิ๊วญี่ปุ่น,Tuna salad with Japanese soy dressing,45,Japanese,Mixed (salad),Salad,–,"tuna, lettuce","tomatoes, cucumbers, onions, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442653/04031_nyfv4k.jpg
04032,04,สลัดผักแซลม่อนสับ น้ำสลัดซีอิ๊วญี่ปุ่น,Chopped salmon salad with Japanese soy dressing,45,Japanese,Mixed (salad),Salad,–,"salmon, lettuce","tomatoes, cucumbers, onions, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442654/04032_kiwvab.jpg
04033,04,สลัดผักเต้าหู้ น้ำสลัดซีอิ๊วญี่ปุ่น,Tofu salad with Japanese soy dressing,45,Japanese,Mixed (salad),Salad,vegetarian-friendly,"tofu, lettuce","tomatoes, cucumbers, carrots, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442654/04033_ltrwnw.jpg
04034,04,สลัดผักไข่ต้ม น้ำสลัดซีอิ๊วญี่ปุ่น,Boiled egg salad with Japanese soy dressing,45,Japanese,Mixed (salad),Salad,–,"boiled egg, lettuce","tomatoes, cucumbers, carrots, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442654/04034_r3qkz0.jpg
04035,04,สลัดผักเนื้อ น้ำสลัดซีอิ๊วญี่ปุ่น,Beef salad with Japanese soy dressing,50,Japanese,Mixed (salad),Salad,–,"beef, lettuce","tomatoes, cucumbers, carrots, sesame seeds",https://res.cloudinary.com/dejzapat4/image/upload/v1739442655/04035_tgxg66.jpg
04036,04,สลัดผักอกไก่ น้ำสลัดซีฟู๊ด,Chicken breast salad with seafood dressing,45,Fusion,Mixed (salad),Salad,slightly tangy/spicy,"chicken breast, lettuce","tomatoes, cucumbers, carrots, chili, fish sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739442655/04036_nwnis2.jpg
04037,04,สลัดผักกุ้ง น้ำสลัดซีฟู๊ด,Shrimp salad with seafood dressing,50,Fusion,Mixed (salad),Salad,tangy/spicy,"shrimp, lettuce","tomatoes, cucumbers, carrots, chili, fish sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739442655/04037_r85fuw.jpg
04038,04,สลัดผักทูน่า น้ำสลัดซีฟู๊ด,Tuna salad with seafood dressing,45,Fusion,Mixed (salad),Salad,–,"tuna, lettuce","tomatoes, cucumbers, onions, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442655/04038_mtrz5e.jpg
04039,04,สลัดผักแซลม่อนสับ น้ำสลัดซีฟู๊ด,Chopped salmon salad with seafood dressing,45,Fusion,Mixed (salad),Salad,–,"salmon, lettuce","tomatoes, cucumbers, onions, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442656/04039_di3a6m.jpg
04040,04,สลัดผักเต้าหู้ น้ำสลัดซีฟู๊ด,Tofu salad with seafood dressing,45,Fusion,Mixed (salad),Salad,vegetarian-friendly,"tofu, lettuce","tomatoes, cucumbers, carrots, chili, sugar",https://res.cloudinary.com/dejzapat4/image/upload/v1739442657/04040_iu60wf.jpg
04041,04,สลัดผักไข่ต้ม น้ำสลัดซีฟู๊ด,Boiled egg salad with seafood dressing,45,Fusion,Mixed (salad),Salad,tangy/spicy,"boiled egg, lettuce","tomatoes, cucumbers, carrots, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442658/04041_uej4q4.jpg
04042,04,สลัดผักเนื้อ น้ำสลัดซีฟู๊ด,Beef salad with seafood dressing,50,Fusion,Mixed (salad),Salad,–,"beef, lettuce","tomatoes, cucumbers, carrots, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442658/04042_f4zs4l.jpg
04043,04,สลัดผักอกไก่ น้ำสลัดน้ำใส,Chicken breast salad with clear dressing,45,Western,Mixed (salad),Salad,light & healthy,"chicken breast, lettuce","tomatoes, cucumbers, carrots, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442659/04043_fhytow.jpg
04044,04,สลัดผักกุ้ง  น้ำสลัดน้ำใส,Shrimp salad with clear dressing,50,Western,Mixed (salad),Salad,–,"shrimp, lettuce","tomatoes, cucumbers, carrots, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442659/04044_vitvsb.jpg
04045,04,สลัดผักทูน่า  น้ำสลัดน้ำใส,Tuna salad with clear dressing,45,Western,Mixed (salad),Salad,–,"tuna, lettuce","tomatoes, cucumbers, onions, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442660/04045_mgbzoy.jpg
04046,04,สลัดผักแซลม่อนสับ  น้ำสลัดน้ำใส,Chopped salmon salad with clear dressing,45,Western,Mixed (salad),Salad,–,"salmon, lettuce","tomatoes, cucumbers, onions, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442660/04046_mnsfhw.jpg
04047,04,สลัดผักเต้าหู้  น้ำสลัดน้ำใส,Tofu salad with clear dressing,45,Western,Mixed (salad),Salad,vegetarian-friendly,"tofu, lettuce","tomatoes, cucumbers, carrots, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442661/04047_tt9yz2.jpg
04048,04,สลัดผักไข่ต้ม  น้ำสลัดน้ำใส,Boiled egg salad with clear dressing,45,Western,Mixed (salad),Salad,–,"boiled egg, lettuce","tomatoes, cucumbers, carrots, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442661/04048_tzranq.jpg
04049,04,สลัดผักเนื้อ  น้ำสลัดน้ำใส,Beef salad with clear dressing,50,Western,Mixed (salad),Salad,–,"beef, lettuce","tomatoes, cucumbers, carrots, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442661/04049_gcoksy.jpg
04050,04,แรปอกไก่,Chicken breast wrap,50,Western,Wrapped/Fresh,Sandwiches,–,"flour tortilla, chicken breast, lettuce","mayo, sauce, tomatoes, cucumbers, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442685/04050_xwhtat.jpg
04051,04,แรปทูน่า,Tuna wrap,55,Western,Wrapped/Fresh,Sandwiches,–,"flour tortilla, tuna, lettuce","mayo, onions, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442688/04051_t96w1u.jpg
04052,04,แรปเนื้อ,Beef wrap,60,Western,Wrapped/Fresh,Sandwiches,–,"flour tortilla, lettuce","sauce, onions, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442688/04052_n5lwjc.jpg
04053,04,แรปแฮมไก่,Chicken ham wrap,55,Western,Wrapped/Fresh,Sandwiches,–,"flour tortilla, chicken ham, lettuce","mayo, onions, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442686/04053_qzneue.jpg
04054,04,แรปปูอัด,Crab stick wrap,55,Western/Japanese,Wrapped/Fresh,Sandwiches,–,"flour tortilla, imitation crab stick, lettuce","mayo, cucumbers, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442687/04054_wv8p6i.jpg
04055,04,แรปไข่,Egg wrap,50,Western,Wrapped/Fresh,Sandwiches,–,"flour tortilla, egg, lettuce","salt, pepper, mayo",https://res.cloudinary.com/dejzapat4/image/upload/v1739442686/04055_qhcv9r.jpg
04056,04,แซนวิชอกไก่,Chicken breast sandwich,50,Western,Assembled,Sandwiches,–,"bread, chicken breast, lettuce, tomato","mayo, mustard, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442687/04056_qcqffm.jpg
04057,04,แซนวิชทูน่า,Tuna sandwich,55,Western,Assembled,Sandwiches,–,"bread, tuna, lettuce, tomato","mayo, onions, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442687/04057_t5zdtx.jpg
04058,04,แซนวิชเนื้อ,Beef sandwich,60,Western,Assembled,Sandwiches,–,"bread, lettuce, tomato","mayo, mustard, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442688/04058_endbdd.jpg
04059,04,แซนวิชแฮมไก่,Chicken ham sandwich,55,Western,Assembled,Sandwiches,–,"bread, chicken ham, lettuce, tomato","mayo, mustard, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442688/04059_mqiqey.jpg
04060,04,แซนวิชปูอัด,Crab stick sandwich,55,Western/Japanese,Assembled,Sandwiches,–,"bread, imitation crab stick, lettuce","mayo, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442688/04060_rojwsq.jpg
04061,04,แซนวิชไข่,Egg sandwich,50,Western,Assembled,Sandwiches,–,"bread, egg salad","mayo, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442689/04061_lixeyo.jpg
04062,04,แซนวิสสำเร็จรูป,Ready-made sandwich,25,Western,Assembled,Sandwiches,quick grab,"bread, ham, egg","mayo, sauce, salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442689/04062_tow9gx.jpg
04063,04,ข้าวปลานึ่งมะนาว,Rice with steamed fish in lime sauce,50,Thai,Steamed,Cook-to-order,sour & spicy,"fish fillet, lime sauce, white fish, rice","chili, garlic, fish sauce, sugar, stock",https://res.cloudinary.com/dejzapat4/image/upload/v1739442689/04063_mkbzal.jpg
04064,04,ข้าวปลาซาบะย่าง,Rice with grilled saba fish,50,Japanese,Grilled,Cook-to-order,–,"saba fish, rice","salt, soy sauce, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04064_nyw3qi.jpg
04065,04,ข้าวปลาทูย่าง,Rice with grilled mackerel,45,Thai,Grilled,Cook-to-order,–,"mackerel, salt, rice","fish sauce, chili dip",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04065_bg3ybm.jpg
04066,04,ข้าวหน้าเนื้อย่าง,Rice with grilled beef,50,Fusion,Grilled,Cook-to-order,–,"beef, rice","soy sauce, sugar, pepper, garlic",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04066_yiy4wf.jpg
04067,04,ข้าวอกไก่ย่าง,Rice with grilled chicken breast,45,Fusion,Grilled,Cook-to-order,healthy option,"chicken breast, rice","soy sauce, pepper, garlic",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04067_ttxrj0.jpg
04068,04,ข้าวอกไก่พริกไทยดำ,Rice with black pepper chicken breast,45,Fusion,Stir-fried,Cook-to-order,slightly spicy,"chicken breast, black pepper sauce, rice","garlic, onion, soy sauce, oyster sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04068_m5vgoe.jpg
04069,04,ข้าวอกไก่ตะไคร้,Rice with lemongrass chicken breast,45,Thai,Stir-fried,Cook-to-order,slightly spicy,"chicken breast, lemongrass, rice","garlic, onion, soy sauce, oyster sauce",https://res.cloudinary.com/dejzapat4/image/upload/v1739442690/04069_dnuuqv.jpg
04070,04,ข้าวอกไก่พะแนง,Rice with chicken breast in panang curry,45,Thai,Simmered/Curry,Cook-to-order,aromatic curry,"chicken breast, panang curry paste, coconut milk, rice","fish sauce, sugar, kaffir lime leaves",https://res.cloudinary.com/dejzapat4/image/upload/v1739442691/04070_y5wpds.jpg
04071,04,ข้าวอกไก่นึ่งมะนาว,Rice with steamed chicken breast in lime sauce,45,Thai,Steamed,Cook-to-order,sour & spicy,"chicken breast, lime sauce, rice","chili, garlic, fish sauce, sugar",https://res.cloudinary.com/dejzapat4/image/upload/v1739442691/04071_iut2d9.jpg
04072,04,ข้าวอกไก่สมุนไพร,Rice with herbal chicken breast,45,Thai,Stir-fried/Baked,Cook-to-order,herbal seasoning,"chicken breast, thai herbs, rice","garlic, pepper, fish sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442691/04072_eyposd.jpg
04073,04,ข้าวไก่กะเพรา,Rice with holy basil chicken,45,Thai,Stir-fried,Cook-to-order,spicy option,"chicken, holy basil, rice","chili, garlic, fish sauce, soy sauce, oil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442691/04073_irnnn5.jpg
04074,04,ข้าวคั่วกลิ้งไก่,Rice with southern-style minced chicken,45,Southern Thai,Stir-fried,Cook-to-order,spicy,"southern curry paste, rice","chili, garlic, lemongrass, kaffir lime leaves",https://res.cloudinary.com/dejzapat4/image/upload/v1739442691/04074_x6n9bs.jpg
04075,04,ข้าวไก่เขียวหวานนมสด,Rice with green curry chicken,45,Thai,Simmered/Curry,Cook-to-order,mild/spicy,"chicken, green curry paste, milk, coconut, rice","chili, eggplant, fish sauce, sugar, basil",https://res.cloudinary.com/dejzapat4/image/upload/v1739442692/04075_hoksoz.jpg
04076,04,ข้าวไก่เทอริยากิ,Rice with teriyaki chicken,45,Japanese,Stir-fried/Simmered,Cook-to-order,sweet-savory,"chicken, teriyaki sauce, rice","soy sauce, sugar, garlic",https://res.cloudinary.com/dejzapat4/image/upload/v1739442692/04076_a0ogzv.jpg
04077,04,ข้าวปลาซาบะเทอริยากิ,Rice with teriyaki saba fish,65,Japanese,Grilled/Simmered,Cook-to-order,sweet-savory,"saba fish, teriyaki sauce, rice","soy sauce, sugar",https://res.cloudinary.com/dejzapat4/image/upload/v1739442693/04077_i8vocp.jpg
04078,04,ข้าวแซลมอนย่าง,Rice with grilled salmon,55,Fusion,Grilled,Cook-to-order,–,"salmon, rice","salt, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442693/04078_lh40v2.jpg
04079,04,ข้าวน้ำตกไก่ย่าง,Rice with spicy grilled chicken salad,45,Isan Thai,Grilled + Mixed,Cook-to-order,tangy & spicy,"lime chili dressing, rice","fish sauce, toasted rice powder, shallots, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442693/04079_tlo5t7.jpg
04080,04,ข้าวน้ำตกเนื้อย่าง,Rice with spicy grilled beef salad,55,Isan Thai,Grilled + Mixed,Cook-to-order,tangy & spicy,"lime chili dressing, rice","fish sauce, toasted rice powder, shallots, chili",https://res.cloudinary.com/dejzapat4/image/upload/v1739442694/04080_ceimfi.jpg
04081,04,ข้าวยำปลาลุยสวน,Rice with Thai-style spicy fish salad,50,Thai,Fried + Mixed,Cook-to-order,spicy & herby,"fried fish, rice","chili, garlic, fish sauce, lemongrass, onion",https://res.cloudinary.com/dejzapat4/image/upload/v1739442694/04081_i7ijd3.jpg
04082,04,ข้าวยำปลาแซลม่อน,Rice with Thai-style spicy salmon salad,55,Thai,Mixed,Cook-to-order,spicy & herby,"salmon, rice","chili, garlic, fish sauce, lemongrass, onion",https://res.cloudinary.com/dejzapat4/image/upload/v1739442696/04082_sbrehl.jpg
04083,04,ข้าวยำเนื้อย่าง,Rice with Thai-style spicy beef salad,55,Isan Thai,Grilled + Mixed,Cook-to-order,tangy & spicy,"herb dressing, rice","chili, garlic, fish sauce, lemongrass, onion",https://res.cloudinary.com/dejzapat4/image/upload/v1739442696/04083_wvy6lz.jpg
04084,04,ข้าวยำซาบะย่าง,Rice with Thai-style spicy saba fish salad,50,Thai,Grilled + Mixed,Cook-to-order,tangy & spicy,"saba fish, rice","chili, garlic, fish sauce, lemongrass, onion",https://res.cloudinary.com/dejzapat4/image/upload/v1739442696/04084_mbmxkg.jpg
04085,04,ข้าวยำไก่ย่าง,Rice with Thai-style spicy grilled chicken,50,Isan Thai,Grilled + Mixed,Cook-to-order,tangy & spicy,"herb dressing, rice","chili, garlic, fish sauce, lemongrass, onion",https://res.cloudinary.com/dejzapat4/image/upload/v1739442697/04085_lg2wlj.jpg
04086,04,ข้าวคลุกปลาทู,Rice with Thai-style mackerel mix,50,Thai,Mixed,Cook-to-order,"savory, slightly spicy","mackerel, rice, thai herbs","chili, shallots, fish sauce, lime",https://res.cloudinary.com/dejzapat4/image/upload/v1739442698/04086_dg1x3m.jpg
04087,04,บะหมี่ผักไก่อบซอส,Noodles with vegetables and chicken in sauce,55,Fusion,Stir-fried/Simmer,Noodles,–,"noodles, chicken, mixed vegetables, sauce","soy sauce, garlic, onion, pepper",https://res.cloudinary.com/dejzapat4/image/upload/v1739442698/04087_l4v3yh.jpg
